Topic ID,Discussion ID,Argument ID,Is Argument?,Stance,Relevance,Logical Quality,Rhetorical Quality,Dialectical Quality,Conclusion,Premise,Comment
0001,00029931,00000001,True,Pro,4,3,3,4,Abortion Should Be Banned in America,"True, the freedoms granted to us in the constitution are many. However, nowhere in the constitution is any provision made for any abortion. While there are indeed certain clauses that seemingly would allow them in principle, I see no place where it is stated, mainly because it was never an issue in the time of the founding of the US. Furthermore, My opponent has generalized those who will receive an abortion as those “who are either not ready or too poor to support a child.” While this summarizes some of those who will receive an abortion, this certainly cannot be true of all or even a majority of those who will receive an abortion. Then, my opponent uses an appeal to pity and asks the question “Would you like to be unwanted? Dirt poor? Malnourished?” As if the choice to ban abortion will lead to a bunch of poor malnourished children lying in the streets with cardboard signs saying “feed me” My opponent then states that if we ban abortion, the immediate result is children dying and suffering in this world. While this may be true for some cases, this is by no means a general rule. It also is a slippery slope, that if we do this one thing, this exact thing will happen to everyone, therefore, the first thing should not happen. While I did feel pity for those who my opponent described, I have found little logical basis for deciding that outlawing abortion would be wrong. Thanks! : )",
0001,00033687,00000001,False,Pro,-2,-2,-2,-2,The USFG should ban abortion,Full Resolution: The USFG should ban abortion except in cases where the mother's life is in danger. Debate Structure Round 1: Acceptance Round 2: Both sides make their cases Round 3: Pro rebuts Con's case and vice versa Round 4: Both sides defend their original arguments from Round 2 Definitions abortion - the intentional killing of a human fetus USFG - short for United States Federal Government Looking forward to a great debate,None
0001,00043727,00000001,False,Pro,-2,-2,-2,-2,The USFG Should Ban Abortion.,Resolution: The USFG Should Make Abortion Illegal In Most Situations. Full Resolution: The US Federal Government should make Abortion illegal except in cases where the Mother's life is likely at risk of death. Definitions: Abortion: The purposeful discontinuing of a human pregnancy. Ban: Disallow in all but prior mentioned circumstances. Human Rights: Human Rights are the freedoms and rights as listed in the US Constitution and UNDHR. Con may begin in R1 (waiving his R4 final) if he wishes. Rules: - No Kritiks or wordplay. - No Shotgunning. - Sources may be External. - No voting Conduct or S&G. Famousdebater has been chosen for this debate.,None
0001,00043990,00000001,True,Pro,4,4,3,4,abortion should be banned,abortion should be banned because abortion is murder and taking away an unborn child's chance at life.,
0001,00044173,00000001,True,Pro,4,4,3,3,Banning Abortion,I think that we should ban abortion because it is Killing a unborn baby that doesn't need to.,
0001,00044173,00000007,True,Con,3,4,4,3,Banning Abortion,"""Yes but banning abortion would mean that there is more people in the world. Banning abortion would indeed mean that there would be more people in the world. Overpopulation is a major problem and 842 million people (1) are undernourished every year. More people only causes more problems. ""also you shouldn't ban it but not if you have been raped.also if you don't want a baby keep you legs shut"" Why does my opponent suddenly allow abortion in cases of rape? If you're killing a child, shouldn't the child's life be paramount? The second comment makes no sense. Many people accidentally become pregnant every year, what is wrong with them having abortions? They aren't killing a human being, defined as is ""distinguished by a more highly developed brain and a resultant capacity for articulate speech and abstract reasoning"" (2) in the Encyclopedia Brittanica. In short, my opponent has neither refuted my points nor introduced any thorough arguments of his/her own. Please vote for con. 1. 2.",
0002,00006221,00000001,True,Not specified,3,2,1,2,Manmade global climate change is real and a threat.,I have noticed that a surprising number of people still think global climate change is a hoax. I hope to destroy some of that myth. Pope Francis recognizes climate change and calls for swift action. [0] Impact: I think the Pope knows what he is doing and thus man-made global climate change is real and a threat. 0.,
0002,00014436,00000001,True,Pro,1,1,1,1,Climate change is real and caused by humans,"I will be arguing that climate change is real and caused by humans, and is an urgent problem for the world at large. Good luck proving me wrong, since it's been proven right.","Unless one views ""[...] it's been proven right"" as an argument from authority, this is not an argument."
0002,00014436,00000004,True,Con,1,3,2,1,Climate change is real and caused by humans,"Since pro didn't clearly define climate change, I assume he means ""Global Warming"" . I as Con will be arguing that Global Warming is not real. The BoP is on Pro. Lets define global warming: ""An increase in the average temperature of the earth's atmosphere, especially a sustained increase sufficient to cause climatic change"" Here are my reason as to why Global Warming is not real, 1) There is ""no real scientific proof"" that the current warming is caused by the rise of greenhouse gases from man""s activity. 2) Man-made carbon dioxide emissions throughout human history constitute less than 0.00022 percent of the total naturally emitted from the mantle of the earth during geological history. 3) Warmer periods of the Earth""s history came around 800 years before rises in CO2 levels. 4) After World War II, there was a huge surge in recorded CO2 emissions but global temperatures fell for four decades after 1940. 5) Throughout the Earth""s history, temperatures have often been warmer than now and CO2 levels have often been higher "" more than ten times as high. 6) Significant changes in climate have continually occurred throughout geologic time. 7) The 0.7C increase in the average global temperature over the last hundred years is entirely consistent with well-established, long-term, natural climate trends. 8) The IPCC theory is driven by just 60 scientists and favorable reviewers not the 4,000 usually cited. 9) Leaked e-mails from British climate scientists "" in a scandal known as ""Climate-gate"" "" suggest that that has been manipulated to exaggerate global warming 10) A large body of scientific research suggests that the sun is responsible for the greater share of climate change during the past hundred years. Try and prove me otherwise. Source:",
0002,00016493,00000001,True,Pro,3,2,2,2,Manmade global climate change is real and a threat.,"I'm putting this under religion since people are talking faith based approaches to climate change. I have noticed that a surprising number of people still think global climate change is a hoax. I hope to destroy some of that myth. Pope Francis recognizes climate change and calls for swift action. [0] Impact: I think the Pope knows what he is doing and thus man-made global climate change is real and a threat. The scientific angle, inconvenient truth [1]. Impact, scientific evidence clearly backs up this claim in the documentary an inconvenient truth. [1] Sources 0. 1.",
0002,00019421,00000002,True,Pro,4,3,3,4,Climate change is real.,On reason that I believe that climate change is real is the increase in global temperature and the shrinking of the Arctic ice. This is shown on this website :,
0002,00019421,00000003,True,Pro,1,1,1,1,Climate change is real.,I do not believe that I am a simulation but still believe in climate change.,
0002,00019421,00000008,True,Con,1,3,1,1,Climate change is real.,"Nothing exists, and as an extension of this fact, climate change cannot exist.",
0002,00019421,00000009,True,Con,1,1,1,1,Climate change is real.,"Clever programming leads you to believe so. In any case, the case of the affirmative has been dropped and the negative is the only one with extensions pulling through this entire time, leading only the negative ballot to be justified in the end - nothing is real, climate change can't be real.",
0002,00019421,00000010,True,Con,1,1,1,1,Climate change is real.,"Extend. World is not real. Nothing is real. We are simulations, including climate change. Bless.",
0002,00022207,00000036,True,Pro,1,3,3,2,Interministrial tug-of-war,"Having a ministry of climate change will have many problems when it comes to deciding on policies for the country. Climate change is a problem that transcends all human made boudaries and lays hand on all aspects of society. When addressing climate change, a country has to do so from many angles - the economic sector, the power sector, the environmental section, etc. etc. In most countries, ministries already exist for these sectors, and while making decisions on climate change, it would be very confusing to decide which ministry makes which decision. For example, when deciding on renewable energy - a policy to reduce carbon emmissions, the question arises who will oversee this - the energy/electricity ministry, or the climate change ministry. When allocating funds for climate change prevention and mitigation, the question arises - who will oversee this - the economic ministry or the climate change ministry. Climate change is a central problem that has to be addressed from all sides. THere are already relevant ministries on all sides that can take this action. A climate change ministry would simply make the other ministries inefficient in taking action, while not being able to be efficient itself. While a ministry like this may look like a harbinger for change, it would only lead to inter-governmental confusion and cause the ministers and ministries to trip over each other's works and in the end make climate action even more difficult than it already is.",
0002,00026112,00000001,True,Pro,1,2,2,3,The best method to determine whether or not man made climate change is true is reduction of Co2.,"Full topic: The best method to determine whether or not man made climate change is true or false is to dramatically reduce man made levels of Co2. We need to take drastic measures to reduce man made Co2 levels ASAP. I've become convinced of this due to the climate change deniers. Simply, put the climate change deniers are correct, there is not enough evidence. Therefore, we need to accumulate more evidence via experimentation. Thus far all we have done is endlessly discuss if climate change is real or false and collecting observation evidence. Empirical evidence is split into two grounds. A. Observation evidence B. Scientific experiments All I've seen is A, thus far. We need B, and we need to know soon. The only way I can imagine to test this theory of global climate change is via experimentation. We must take control and change a variable. I vote Co2 is the best variable. Now as Co2 as the variable we have two choices, to raise or lower Co2 levels. Considering it would be immoral to raise Co2 levels given the observation evidence, we can only lower Co2 levels. Since a small decrease in Co2 levels would be more difficult to determine, a large decrease in amount of Co2 produced by man made sources is the only solution. That way if climate change is caused by a confounding factor we will have a better chance of acknowledging that confounding factor and taking corrective actions. To recap, we need more evidence for whether or not climate change is true in the form of experimental evidence. Lowering man-made Co2 dramatically is the best and only moral option. Thanks for reading and accepting the debate in advance.",
0002,00030348,00000001,True,Pro,3,2,2,2,Manmade global climate change is real and a threat.,"There is so much information on the topic that rather than reiterate all of it I will make a short summary. Also burden of proof will be 51% on my opponent and 49% on me. Manmade global climate change is the general increase in temperature at rapid rates that is mainly caused by CO2 from industry increases. Carbon dioxide is at 404.48 parts per million and the temperature has increased 1.4 degrees Fahrenheit since 1880. [0] Although 1.4 degrees doesn't sound much, it ends up being a lot. This is because not all areas of the world heat at the same rate and such a rapid change is hard to adapt to. There is no signs of relief from climate change. My opponent will attempt to deny climate change, but please remember how long the cigarette companies held out despite the science being heavily against them. Now we know as sure as the sun rises that cigarettes cause cancer. I can honestly state that as sure as the sun rises, global climate change is upon us and is a threat. Al Gore's inconvenient truth is still a master piece, and I will not accept defeat until my opponent can defeat the documentary. [1] Not watching Al Gore's documentary is no excuse. If your a serious climate change denier, it just makes you look uncommitted and shallow to criticize climate change without watching the premier documentary. Thank you for reading. Thanks in advance for accepting the debate. Sources 0. 1.",
0002,00030430,00000001,True,Pro,3,2,2,2,Manmade global climate change is real and a threat.,"I have noticed that a surprising number of people still think global climate change is a hoax. I hope to destroy some of that myth. Pope Francis recognizes climate change and calls for swift action. [0] Impact: I think the Pope knows what he is doing and thus man-made global climate change is real and a threat. The scientific angle, inconvenient truth [1]. Impact, scientific evidence clearly backs up this claim in the documentary an inconvenient truth. [1] Sources 0. 1.",
0002,00034474,00000007,True,Con,1,3,3,1,"Resolved: Climate change is, on balance, anthropogenic in origin","16kadams has misunderstood the debate. This debate is not whether modern climate change is due to humans. This debate is about whether the ORIGIN of climate change is due to humans. As I have proven and 16k not rebutted, climate change has been happening for millions of years, and we have only been here for 200,000 years, making it ridiculous that humans cause the earliest climate change. My rich text isn't working, but you can see form the graphs that global warming has been happening for over 550 million years. We have been around for 200,000 and could not have started that change from 550 million years ago. P1: This debate is if climate change has started because of humans P2: Climate change has been happening for over 550 million years P3: Humans have been around for 200,000 years Conclusion: We are not the origin of global warming Defense of P1: See resolution Defense of P2: See graphs Defense of P3: Conclusion Everything 16kadams has said is irrelevant. We are not arguing about modern climate change; we are arguing if humans started climate change. Since climate change has started before humans were even on the earth, it is obvious we haven't started it.",
0003,00008196,00000001,False,Pro,-2,-2,-2,-2,Donald Trump as president,I accept. Donald Trump will be a good president.,None
0003,00008196,00000002,False,Con,-2,-2,-2,-2,Donald Trump as president,Donald Trump would be a bad president. Round 1: Accept Only Round 2: Evidence+Proof Round 3: Rebuttals Round 4: Conclusion,None
0003,00009761,00000001,False,Pro,-2,-2,-2,-2,Donald Trump is not a good choice for President,Donald Trump is a terrible choice for President Rules for rounds 1-Acceptance only 2-constuctive response 3-Rebuttal 4-Conclusion,None
0003,00013457,00000001,True,Pro,4,2,1,2,Donald Trump should be president,I think that Donald Trump should be the president of the United States,
0003,00015274,00000001,True,Pro,4,4,4,4,Donald Trump shouldn't be president.,"You can't really say Trump is a good candidate because you really don't know where he stands on anything. Donald Trump can say whatever he wants because he doesn't have to back it up. Smarter candidates like Hillary Clinton and Bernie Sanders, who have experience, know that whatever you say now will have to be done later. Do you really believe Congress would approve a ban on all Muslims, or building all these walls Trump talks about? Not a chance. A ban on Muslims would also be challenged in court, and would be overturned with 100 percent certainty. Trump is actually the worst candidate because he understands the least about how governments work. A total lack of experience. He doesn't really want to be President, he just wants a platform for his ideas to be heard by everyone. Whoever votes for him is definitely stupid. He calls Mexicans ""killers, criminals, drug dealers, and convicts"" and then tries to justify that by saying ""I have Mexican friends."" Get it through your head Trump. You aren't qualified to be president and especially not in the USA, the place with the most immigrants. He's extremely racist, which is totally unacceptable. He wants to ban anyone that is not Christian and white from living in America. You can all call him misunderstood, but anyone who says Hitler is his favorite motivational speaker and wants to deport massive amounts of harmless, respectful, and legal immigrants has a serious problem. He should be deported, not the Mexicans. My parents are Mexican and I will be sad if I loose them. Donald trump get a life and think about what could happen if you do this. He's racist. And stuck-up. Well, anything on this list is true. Donald Trump fans must think again.",
0003,00021655,00000001,True,Pro,4,4,4,4,Should Donald Trump become President of the United States of America,"Donald Trump should become President of the United States for one reason, and one reason only: democracy. The United States was founded on democracy, and holds this as one of our highest values. Thus, the leader of our country should be selected via a democratic election. A President of the people is the best representation of the people. That is why we have a democratic election. Thus, the candidate that should become President is that with the most public approval. And as we can see, Donald Trump has the highest public approval of all candidates [1]. Thus Trump should be President of the United States. [1]",
0003,00021655,00000004,True,Con,1,3,4,2,Should Donald Trump become President of the United States of America,"Donald Trump should obviously NOT become president as he is a complete arsehole. People are only going to vote for him as he has a lot of money, and he is using this to get people to vote for him. He is tying to take over people who actually should become president. For example, Hilary Clinton is one of the nicest people who ever have the chance to become president. She should be the one having the honor of becoming president. If we vote for Donald Trump he will change everything just to make more money, and forget about what other people deserve. Price for everything will go up and all this extra money will be donated to him. If we vote for Hilary Clinton or someone else, America has the opportunity to become one of the best countries, and not have a complete idiot ruling them. So it is utterly indisputable that Donald Trump has to not become president.",
0003,00033560,00000006,True,Con,2,3,3,3,Who would be the best Republican candidate to be president.,"I voted for sanders, as far as republicans I suppose I'd have to take John Kasich over Donald Trump. Donald Trump has bragged about the size of his dick on national television. Donald Trump evades policy questions when it comes to specifics. Donald Trump has advocated NSA spying and murdering civilians that are related to terrorists. Donald Trump wants to ban all Muslims coming into America even though terrorist attacks from right wing nuts have been more prevalent than isis. Colorado abortion clinic shooting, Oregon militia standoff, Dylan Roof killing black people in a church etc etc. Donald Trump loosely condones violence at his rallies. Donald Trump invited Hillary Clinton to his wedding, there are pictures for that. Donald Trump ripped off hundreds of people at Trump University. Donald Trump dodged the draft, called john McCain not a war hero because he was caught, then said if he told the military to do something ""Trust me They'll do it"". Donald Trump once questioned why poor people should hold public office based on their income. Donald Trump hired illegal immigrants, then threatened to deport 11 million immigrants including women, children, and hardworking people. Donald Trump said ""the blacks love me"". Donald Trump has been through 3 wives and once referenced that his daughter is sexy. Donald Trump is friends with Dennis Rodman. Donald Trump is a rich spoiled rotten prick. His wife hardly speaks English even though he bashes illegals. He is a walking talking hypocritical bigoted slob of a person. Yes, he says whats on his mind but that doesn't make it good. John Kasich balanced a budget, John Kasich isn't a child in the debates. The only thing on Kasich is he would definitely start a war but he's better than the three stooges.",
0003,00035182,00000004,True,Con,4,3,2,3,Whether or not Donald Trump should be president.,"Donald Trump has little to no qualifications to become president of the United States, so he should not be president.",
0003,00035637,00000005,False,Con,-2,-2,-2,-2,Donald Trump Will Be a Good President,"1. Acceptance 2. Arguments (No Rebuttals) 3. Rebuttals and Additional Arguments 4. Rebuttals, Arguments, and Conclusions *DEFINITIONS* Donald Trump- American businessman, politician, television personality, author, and the presumptive nominee of the Republican Party for President of the United States in the 2016 election. Good- to be desired or approved of, having the qualities required for a particular role President- the elected head of a republican state I believe that, based on policy positions and behavior, Trump is the wrong candidate for President of the United States of America. I will not compare him to another candidate, instead I'll dissecting his policy positions.",None
0003,00039756,00000003,True,Pro,3,3,3,3,Who is this man DONALD TRUMP,"The question that I asked was,""Who is this man DONALD TRUMP,"" unfortunately we only have Donald Trump's rhetoric to guide us by and of course his personal history. But isn't this true of all Politicians who run for office, that their political beliefs and personal character are assumed to be what the media and they themselves present them to be and the voters, as a consequence, have often been mislead into believing the politicians were one thing and then turned out to be the complete opposite of who they claimed to be. To offer proof of politicians deceiving the voters we only have to look at Obama as a politician who practiced deception to get elected. Obama made grandiose statements about ""changes"" that he would make if elected president. It has been said that ,""Politician-speak has become so coded that it""s essentially another language....""Author Robert Hutton. The sad facts are that we expect to be lied to by politicians and have become jaded to the point that no one expects honesty from our elected officials anymore. If Donald Trump is just another politician like all other politicians should we be surprised if this turns out to be true of him also. but perhaps Donald trump would grow with the office of president to be an exceptional president as this quote suggests,""""It""s not the position that makes the leader; it""s the leader that makes the position."" "" Stanley Huffty Donald Trump has beeen successful as a business man, maybe he could be a successful president as well and be the one who return America's stature that it once held in the world,the voters, after all, gave an unknown, Obama, a chance didn't they, why not Donald Trump?",
0003,00039756,00000005,True,Con,4,3,3,3,Who is this man DONALD TRUMP,"Madylin forfeited this round. Pro The question that I asked was,""Who is this man DONALD TRUMP,"" unfortunately we only have Donald Trump's rhetoric to guide us by and of course his personal history. But isn't this true of all Politicians who run for office, that their political beliefs and personal character are assumed to be what the media and they themselves present them to be and the voters, as a consequence, have often been mislead into believing the politicians were one thing and then turned out to be the complete opposite of who they claimed to be. To offer proof of politicians deceiving the voters we only have to look at Obama as a politician who practiced deception to get elected. Obama made grandiose statements about ""changes"" that he would make if elected president. It has been said that ,""Politician-speak has become so coded that it""s essentially another language....""Author Robert Hutton. The sad facts are that we expect to be lied to by politicians and have become jaded to the point that no one expects honesty from our elected officials anymore. If Donald Trump is just another politician like all other politicians should we be surprised if this turns out to be true of him also. but perhaps Donald trump would grow with the office of president to be an exceptional president as this quote suggests,""""It""s not the position that makes the leader; it""s the leader that makes the position."" "" Stanley Huffty Donald Trump has beeen successful as a business man, maybe he could be a successful president as well and be the one who return America's stature that it once held in the world,the voters, after all, gave an unknown, Obama, a chance didn't they, why not Donald Trump?",
0003,00041652,00000002,True,Con,2,4,4,1,Donald Trump will be the next President of the United States of America,"Donald Trump is a racist loser, not only that, but he is the worst presidential candidate that has ever existed. Donald Trump is in favor of deporting innocent Muslims, this will only strengthen ISIS. Why you may ask? Because when Muslims are deported from the USA, they will begin to develop a hatred towards America, just like ISIS. Afterwards, ISIS will be able to recruit more members because there will be a greater hatred towards the USA. Not only that, but Donald Trump will ruin relations with Mexico when he builds the wall, Mexico will therefore stop trading with the USA and the US will need to get cheap labor from somewhere, right? So, they turn to China and other countries like India and Indonesia to manufacture their goods. Donald Trump will not bring more jobs to the USA, he has already been exposed of outsourcing jobs for his company to China and India. Also, Donald Trump will abolish the IRS and introduce a flat tax rate, which benefits the rich and has a negative effect on the poor. This will only increase the debt, and increase the unemployment rate. Everyone hates Trump, even the President dislikes him, this will hit him hard when the voting process begins, everyone will be against Trump, and Hillary will only gain more support because all of Trump's haters will vote for Hillary increasing her chances of becoming president. This is why Trump will not be the next President of the United States of America. #Hillary4America",
0003,00042627,00000003,True,Pro,1,1,1,1,Donald Trump is the worst candidate,It would be difficult for anyone to prove that Donald Trump would be a good president-because he wouldn't! It is no surprise that you couldn't prove that Donald Trump would be a good president.,
0003,00042627,00000006,True,Con,2,1,1,1,Donald Trump is the worst candidate,LatinSummers forfeited this round. Pro It would be difficult for anyone to prove that Donald Trump would be a good president-because he wouldn't! It is no surprise that you couldn't prove that Donald Trump would be a good president.,
0003,00043417,00000002,True,Pro,4,4,4,4,Trump will make a good president,"I feel that trump would make a good president because of his policies on immigration, stances on terrorism and experience with economic management. The first reason Trump would make a good president is the fact that he will be more strict on immigrants. Building a wall is a smart idea because even though people cross over our borders illegally, we still allow some of them to reside here. This is wrong because the U.S. government is rewarding them for breaking laws. When Trump builds a border fence, this will stop because the immigrants will have to cross over legally and the bad ones will be filtered out easily. The second reason Donald Trump would make a good president is his stance on terrorism. ISIS does horrible things and they must be stopped. A temporary restriction on Muslims entering the country is a good idea because, lets face facts, most terrorists are Muslims. If we put a restriction on Muslim's entering the country, it will be much easier to fight against ISIS without having terrorists in our country. Finally, Trump would make a good leader because of his experience with economics. Donald Trump already owns a mufti billion dollar company meaning he has experience with economic crisis's and money management. The debt has gone up 7.7 trillion dollars under Obama's rule. ( and having an experienced business man in office is a good idea. These reasons listed above and many others are why Donald trump would make a good president.",
0003,00043436,00000004,False,Con,-2,-2,-2,-2,Should Donald Trump become President,Should Donald Trump Become President-Why and why not Trump should become Pres.,None
0004,00001409,00000007,True,Con,4,2,1,1,Gay marriage,Gay marriage should be illegal because as i said before parents may act differently toward there children if they were gay and also may have an effect on the child to depart from the family rather than being closer and more connected. Another reason why gay marriage should be illegal is because if a man and a man were to be married it would be pointless because they cant produce children together which would mean no real bond between the two. *procon.com,"Zu pauschalisierend, furchtbare Rechtschreibung und Grammatik"
0004,00014843,00000001,True,Pro,4,4,4,4,Gay Marriage,"Gay marriage only has one argument against gay marriage, and that is that is goes against some religions. Even so, just because it goes against some religions doesn't mean it is wrong and should not be allowed to happen. Many religions have things that go against or consider wrong, but outside of that religion, it is allowed and not made illegal, so what makes gay marriage an exception? Why does gay marriage have to be illegal, when others things are not?",
0004,00022529,00000005,True,Con,4,3,3,4,Gay marriage should be illegal,The Bible does NOT say that gay marriage should be illegal and I would argue that it does not even call homosexuality a sin. What evidence do you have to support your position that it does?,
0004,00024917,00000001,True,Pro,3,1,1,2,Gay marriage should be illegal,"I think that gay marriage should be illegal,because me as an American should be walking around with my little son and see a gay couple having love. I also think that it is dangerous to the a adopted kid that is growing up in a gay household.",
0004,00026426,00000001,True,Pro,3,2,1,2,Gay marriage should be illegal!,I believe gay marriage should be illegal its inhumane and against the bible. Rules: No cursing and have fun.,
0004,00030657,00000004,True,Con,2,1,1,2,Should gay marriage be legal,"I think gay marriages should be illegal. A marriage is between a woman and a man, and that should not change.",
0004,00031294,00000004,True,Con,4,3,3,4,Gay 'marriage' and civil union are forms of legal political corruption,"You claim that gay marriage is not in the public interest, yet the majority of the public (1) supports it. While private politicians are certainly among those who support gay marriage, by your argument any law passed represents corruption. You fail to explain how gay marriage is not in the public good, so I clicked over to the comments, where you stated that gay marriage wasn't in the public interest because only heterosexual marriages produce children. Yet this makes zero sense as a condemnation of gay marriage; it's not like gay people would be having kids if gay marriage was ILLegal. In fact, gay marriage can help alleviate the problem of heterosexual marriages that don't work and leave children in the foster home system, since gay couples adopt much more regularly and tend to be better parents than heterosexual couples (2). Anyway, only 3.8% of Americans identify as LGBTQ, and whether or not they have kids has very little effect on the population anyway. Unless you're some kind of a spread-the-race nationalist, I can't see why this argument holds water. To summarize, you fail to explain why gay marriage does not represent the public interest, and I had to dig through the comments to find a specific point to rebut. 1. 2.",
